GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
lab01-recordando-poo-luis-carbajal-c,cs.ing.lab01,Truck,0,41,0,2,0,10,0,4,0,3
lab01-recordando-poo-luis-carbajal-c,cs.ing.lab01,Automovil,0,39,0,2,0,10,0,4,0,3
lab01-recordando-poo-luis-carbajal-c,cs.ing.lab01,Vehicle,0,101,0,4,0,24,0,8,0,6
lab01-recordando-poo-luis-carbajal-c,cs.ing.lab01,Main,0,12,0,0,0,4,0,3,0,3
